ID,Title,Author,Hardcover,Paperback,NOOK_Book,Audiobook,ISBN_13_DUMMY,ISBN_13,Series,Publisher,Publication_Date,Sales_rank,Pages,Product_dimensions
4556,"Reading the Comments: Likers, Haters, and Manipulators at the Bottom of the Web",Joseph M. Reagle,$20.88 ,,$15.49 ,,9.78026E+12,978-0262028936,,MIT Press,,"701,815",240,
4557,"3D Game Programming All in One, Third Edition / Edition 3",Kenneth C Finney,$31.99 ,,$41.99 ,,9.78144E+12,978-1435457447,,Cengage Learning,,"701,973",1152,7.68(w) x 9.10(h) x 2.64(d)
4558,Introduction to Python Programming and Developing GUI Applications with PyQT,B. M. Harwani,,$18.42 ,$29.99 ,,9.78144E+12,978-1435460973,,Cengage Learning,,"701,986",416,7.20(w) x 9.00(h) x 1.20(d)
4559,Java For Dummies Quick Reference,Doug Lowe,,$17.56 ,$12.49 ,,9.78112E+12,978-1118168233,,Wiley,,"702,024",288,5.40(w) x 8.40(h) x 0.70(d)
4560,Digital Wedding Photography: Capturing Beautiful Memories,Glen Johnson,,$19.27 ,$15.99 ,,9.78047E+12,978-0470651759,,Wiley,,"702,126",400,7.40(w) x 9.10(h) x 1.00(d)
4561,The Minecraft Guide for Parents,Cori Dusmann,,$22.40 ,$11.99 ,,9.78032E+12,978-0321957375,,Peachpit Press,,"702,217",264,6.00(w) x 8.90(h) x 0.70(d)
4562,David Busch's Nikon D4 Guide to Digital SLR Photography,David D. Busch,,$26.74 ,$27.99 ,,9.78129E+12,978-1285084589,David Busch's Digital Photography Guides Series,Cengage Learning,,"702,255",576,7.40(w) x 9.10(h) x 1.40(d)
4563,Cloud Essentials: CompTIA Authorized Courseware for Exam CLO-001,Kalani Kirk Hausman# Susan L. Cook# Telmo Sampaio,,$31.70 ,$20.99 ,,9.78112E+12,978-1118408735,Essentials Series,Wiley,,"702,286",288,7.40(w) x 9.10(h) x 0.70(d)
4564,Teach Yourself VISUALLY Microsoft Office 2007,Sherry Willard Kinkoph,,$22.23 ,,,9.78047E+12,978-0470045909,Teach Yourself VISUALLY (Tech) Series,Wiley,,"702,349",432,9.18(w) x 7.08(h) x 0.66(d)
4565,CompTIA Cloud+ CV0-001 In Depth,Ron Gilster,,$33.95 ,$34.99 ,,9.78131E+12,978-1305097353,,Cengage Learning,,"702,389",528,8.40(w) x 10.70(h) x 0.90(d)
4566,Drupal For Dummies,Lynn Beighley,,$24.11 ,$16.49 ,,9.78112E+12,978-1118083482,For Dummies Series,Wiley,,"702,386",360,7.30(w) x 9.20(h) x 0.50(d)
4567,"Successful Business Intelligence: Unlock the Value of BI &amp; Big Data, Second Edition / Edition 2",Cindi Howson,$21.95 ,,$24.49 ,,9.78007E+12,978-0071809184,,McGraw-Hill Professional Publishing,,"702,392",336,8.50(w) x 10.00(h) x 0.50(d)
4568,Designing Evolvable Web APIs with ASP.NET,Glenn Block# Pablo Cibraro# Pedro Felix# Howard Dierking,,$35.94 ,$18.49 ,,9.78145E+12,978-1449337711,,"O'Reilly Media, Incorporated",,"702,399",538,8.90(w) x 7.00(h) x 1.20(d)
4569,Anti-Hacker Tool Kit 4 / Edition 4,Mike Shema,,$26.11 ,$28.99 ,,9.78007E+12,978-0071800143,,McGraw-Hill Professional Publishing,,"702,525",624,7.30(w) x 9.00(h) x 1.20(d)
4570,CISSP Practice Questions Exam Cram,Michael Gregg,,$29.02 ,$18.49 ,,9.78079E+12,978-0789749598,,Pearson IT Certification,,"702,541",352,5.90(w) x 8.90(h) x 0.90(d)
4571,Beautiful Data: A History of Vision and Reason since 1945,Orit Halpern,$91.76 ,$27.95 ,$15.49 ,,9.78082E+12,978-0822357445,Experimental Futures Series,Duke University Press Books,,"702,570",352,6.10(w) x 8.90(h) x 0.70(d)
4572,Raspberry Pi Projects For Dummies,Mike Cook# Jonathan Evans# Brock Craft# Aaron Shaw,,$23.40 ,$16.49 ,,9.78112E+12,978-1118766699,For Dummies Series,Wiley,,"702,636",504,7.30(w) x 9.20(h) x 1.10(d)
4573,Make: Getting Started with Processing: A Hands-On Introduction to Making Interactive Graphics,Casey Reas# Ben Fry,,$15.61 ,$7.49 ,,9.78146E+12,978-1457187087,,"Maker Media, Inc",,"702,666",238,5.50(w) x 8.30(h) x 0.60(d)
4574,PHP 6/MySQL Programming for the Absolute Beginner / Edition 1,Andrew B. Harris,,$18.10 ,,,9.7816E+12,978-1598637984,for the Absolute Beginner Series,Cengage Learning,,"702,694",491,7.40(w) x 9.10(h) x 1.30(d)
4575,Hands-On Mobile App Testing: A Guide for Mobile Testers and Anyone Involved in the Mobile App Business,Daniel Knott,,$37.59 ,$27.99 ,,9.78013E+12,978-0134191713,,Addison-Wesley,,"702,740",256,7.00(w) x 9.00(h) x 0.50(d)
4576,Introducing Regular Expressions,Michael Fitzgerald,,$26.61 ,$18.99 ,,9.78145E+12,978-1449392680,,"O'Reilly Media, Incorporated",,"322,434",154,6.80(w) x 9.10(h) x 0.50(d)
4577,Panasonic Lumix GX7 and GM1: From Snapshots to Great Shots,Rob Knight,,$15.63 ,$11.99 ,,9.78032E+12,978-0321996404,From Snapshots to Great Shots Series,Peachpit Press,,"702,833",240,7.40(w) x 9.00(h) x 0.50(d)
4578,"Land of Lisp: Learn to Program in Lisp, One Game at a Time!",Conrad Barski M. D.,,$31.11 ,$22.99 ,,9.78159E+12,978-1593272814,,"No Starch Press San Francisco, CA",,"702,840",504,7.00(w) x 9.20(h) x 1.30(d)
4579,Creating Web Pages All-in-One For Dummies,Richard Wagner,,$27.06 ,$18.49 ,,9.78047E+12,978-0470640326,For Dummies Series,Wiley,,"702,978",648,7.30(w) x 9.20(h) x 1.50(d)
4580,Java 7 for Absolute Beginners,Jay Bryant,,$31.80 ,$23.99 ,,9.78143E+12,978-1430236863,,Apress,,"703,008",320,7.50(w) x 9.20(h) x 0.80(d)
4581,From Gutenberg to Zuckerberg: Disruptive Innovation in the Age of the Internet,John Naughton,$18.71 ,$11.37 ,$9.99 ,,9.78162E+12,978-1623658786,,Quercus,,"703,014",384,5.50(w) x 8.10(h) x 1.00(d)
4582,E-Mail Marketing For Dummies,John Arnold,,$21.67 ,$13.99 ,,9.78047E+12,978-0470947678,For Dummies Series,Wiley,,"703,063",384,7.30(w) x 9.10(h) x 0.90(d)
4583,Google Analytics / Edition 3,Jerri L. Ledford# Joe Teixeira# Mary E. Tyler,,$22.70 ,$18.49 ,,9.78047E+12,978-0470531280,,Wiley,,"703,196",448,7.30(w) x 9.10(h) x 1.00(d)
4584,VCP5 VMware Certified Professional on vSphere 5 Study Guide: Exam VCP-510,Brian Atkinson,,$47.58 ,$31.49 ,,9.78112E+12,978-1118181126,,Wiley,,"703,400",816,7.30(w) x 9.20(h) x 1.70(d)
4585,Design for Hackers: Reverse Engineering Beauty,David Kadavy,,$28.12 ,$20.99 ,,9.78112E+12,978-1119998952,,Wiley,,"703,594",352,7.30(w) x 9.10(h) x 0.70(d)
4586,Mastering Microsoft Azure Infrastructure Services,John Savill,,$40.61 ,$31.49 ,,9.78112E+12,978-1119003274,,Wiley,,"703,612",384,7.30(w) x 9.20(h) x 1.00(d)
4587,"Java Puzzlers: Traps, Pitfalls, and Corner Cases",Joshua Bloch# Neal Gafter,,$43.65 ,$34.49 ,,9.78032E+12,978-0321336781,,Addison-Wesley,,"703,613",304,7.40(w) x 9.10(h) x 0.90(d)
4588,iOS Swift Game Development Cookbook: Simple Solutions for Game Development Problems,Jonathon Manning# Paris Buttfield-Addison,,$40.03 ,$24.99 ,,9.78149E+12,978-1491920800,,"O'Reilly Media, Incorporated",,"703,654",406,5.20(w) x 7.90(h) x 1.20(d)
4589,The Book of Ruby: A Hands-On Guide for the Adventurous,Huw Collingbourne,,$26.07 ,$17.99 ,,9.78159E+12,978-1593272944,,"No Starch Press San Francisco, CA",,"703,744",400,6.90(w) x 9.20(h) x 1.00(d)
4590,"Nikon Creative Lighting System Digital Field Guide, 3rd Edition",Benjamin Edwards,,$14.68 ,$10.49 ,,9.78112E+12,978-1118022238,Digital Field Guide Series,Wiley,,"703,835",240,8.90(w) x 6.00(h) x 0.70(d)
4591,Drugs Unlimited: The Web Revolution That's Changing How the World Gets High,Mike Power,$19.63 ,,$12.99 ,,9.78125E+12,978-1250054715,,St. Martin's Press,,"703,992",336,8.30(w) x 5.90(h) x 1.30(d)
4592,VBScript Programmer's Reference,Adrian Kingsley-Hughes# Kathie Kingsley-Hughes# Daniel Read,,$25.30 ,$22.99 ,,9.78047E+12,978-0470168080,Programmer to Programmer Series,Wiley,,"704,049",816,7.20(w) x 9.10(h) x 1.90(d)
4593,Common Lisp: A Gentle Introduction to Symbolic Computation,David S. Touretzky,,$27.90 ,$19.49 ,,9.78049E+12,978-0486498201,,Dover Publications,,"704,064",600,7.30(w) x 9.00(h) x 1.60(d)
4594,CAPM Q&A;,Steve Caseley,,$19.62 ,$29.99 ,,9.78131E+12,978-1305491991,,Cengage Learning,,"704,073",240,7.30(w) x 9.00(h) x 0.60(d)
4595,OpenStack Operations Guide,Tom Fifield# Diane Fleming# Anne Gentle# Lorin Hochstein,,$36.80 ,$19.99 ,,9.78149E+12,978-1491946954,,"O'Reilly Media, Incorporated",,"704,116",330,6.90(w) x 9.10(h) x 0.80(d)
4596,"Scrum Shortcuts without Cutting Corners: Agile Tactics, Tools, & Tips",Ilan Goldstein,,$31.98 ,$27.99 ,,9.78032E+12,978-0321822369,Addison-Wesley Signature Series (Cohn) Series,Addison-Wesley,,"704,184",178,9.16(w) x 6.94(h) x 0.44(d)
4597,Office 2010 eLearning Kit For Dummies,Faithe Wempen,,$28.58 ,$20.99 ,,9.78112E+12,978-1118029725,,Wiley,,"704,185",416,7.40(w) x 9.10(h) x 1.00(d)
4598,Beginning Arduino Programming,Brian Evans,,$28.64 ,$23.99 ,,9.78143E+12,978-1430237778,,Apress,,"704,189",272,7.40(w) x 9.20(h) x 0.70(d)
4599,Crafting the InfoSec Playbook,Jeff Bollinger# Brandon Enright# Matthew Valites,,$43.24 ,$24.99 ,,9.78149E+12,978-1491949405,,"O'Reilly Media, Incorporated",,"704,285",276,7.00(w) x 9.40(h) x 0.60(d)
4600,"Python in Practice: Create Better Programs Using Concurrency, Libraries, and Patterns",Mark Summerfield,,$32.98 ,$28.79 ,,9.78032E+12,978-0321905635,,Addison-Wesley,,"704,335",324,7.00(w) x 9.00(h) x 0.80(d)
4601,The Complete Guide to Night & Lowlight Digital Photography,Michael Freeman,,$23.66 ,,,9.7816E+12,978-1600592065,Lark Photography Book Series,Lark Books NC,,"704,368",224,9.30(w) x 10.20(h) x 1.00(d)
4602,My iPod touch (covers iPod touch 4th and 5th generation running iOS 6),Brad Miser,,$19.26 ,$11.99 ,,9.78079E+12,978-0789750624,My... Series,Que,,"704,371",650,6.00(w) x 8.90(h) x 1.10(d)
4603,The Hidden Power of Adjustment Layers in Adobe Photoshop,Scott Valentine,,$32.23 ,$20.99 ,,9.78032E+12,978-0321957719,,Adobe Press,,"704,410",272,7.30(w) x 9.00(h) x 0.70(d)
4604,Introduction to Agile Methods / Edition 1,Sondra Ashmore Ph.D.# Kristin Runyan,,$32.10 ,$30.59 ,,9.78032E+12,978-0321929563,,Addison-Wesley,,"704,531",320,6.90(w) x 9.00(h) x 0.70(d)
4605,How to Cheat in 3ds Max 2015: Get Spectacular Results Fast,Michael McCarthy,,$43.51 ,$33.71 ,,9.78114E+12,978-1138022294,,Taylor & Francis,,"704,571",328,7.40(w) x 9.60(h) x 0.80(d)
4606,Data Analysis with Microsoft Excel: Updated for Office 2007 / Edition 3,Kenneth N. Berk# Patrick M. Carey,,$117.84 ,,,9.78054E+12,978-0538494670,,Cengage Learning,,"704,588",608,7.40(w) x 9.20(h) x 1.00(d)
4607,Java EE 7 Essentials,Arun Gupta,,$42.39 ,$24.99 ,,9.78145E+12,978-1449370176,,"O'Reilly Media, Incorporated",,"704,650",362,6.90(w) x 9.10(h) x 0.80(d)
4608,HTML5 and JavaScript Web Apps,Wesley Hales,,$19.78 ,$12.49 ,,9.78145E+12,978-1449320515,,"O'Reilly Media, Incorporated",,"704,746",172,6.90(w) x 9.10(h) x 0.60(d)
4609,Hadoop in Action,Chuck Lam,,$28.23 ,,,9.78194E+12,978-1935182191,,Manning Publications Company,,"704,892",325,7.30(w) x 9.10(h) x 0.80(d)
4610,The Gourmet iOS Developer's Cookbook: Even More Recipes for Better iOS App Development,Erica Sadun,,$26.36 ,$17.99 ,,9.78013E+12,978-0134086224,Developer's Library Series,Addison-Wesley,,"704,959",304,6.90(w) x 8.90(h) x 0.80(d)
4611,Visio 2007 For Dummies,John Paul Mueller# Debbie Walkowski,,$21.34 ,$13.99 ,,9.78047E+12,978-0470089835,For Dummies Series,Wiley,,"704,976",387,7.40(w) x 9.10(h) x 0.82(d)
4612,"Data Center Virtualization Fundamentals: Understanding Techniques and Designs for Highly Efficient Data Centers with Cisco Nexus, UCS, MDS, and Beyond",Gustavo A. A. Santana,,$56.83 ,$44.79 ,,9.78159E+12,978-1587143243,Fundamentals Series,Cisco Press,,"705,053",929,7.40(w) x 9.10(h) x 2.00(d)
4613,Michael Freeman's Perfect Exposure: The Professional's Guide to Capturing Perfect Digital Photographs,Michael Freeman,,$16.88 ,,,9.78024E+12,978-0240811710,,Taylor & Francis,,"705,110",192,9.30(w) x 10.00(h) x 0.70(d)
4614,Networks: A Very Short Introduction,Guido Caldarelli# Michele Catanzaro,,$9.66 ,$6.99 ,,9.7802E+12,978-0199588077,,Oxford University Press,,"705,209",152,4.30(w) x 6.70(h) x 0.40(d)
4615,"Minecraft in the Classroom: Ideas, inspiration, and student projects for teachers",Colin Gallagher,,$25.83 ,$18.49 ,,9.78013E+12,978-0133858013,,Peachpit Press,,"705,315",288,7.00(w) x 8.90(h) x 0.60(d)
4616,VB and VBA in a Nutshell: The Language,Paul Lomax,,$29.39 ,,,9.78157E+12,978-1565923584,In a Nutshell (O'Reilly) Series,"O'Reilly Media, Incorporated",,"705,377",652,6.00(w) x 8.90(h) x 1.50(d)
4617,Introduction to Cyber-Warfare: A Multidisciplinary Approach,Paulo Shakarian,,$40.81 ,$39.49 ,,9.78012E+12,978-0124078147,,Elsevier Science,,"705,480",336,7.50(w) x 9.10(h) x 0.70(d)
4618,"High Impact Data Visualization with Power View, Power Map, and Power BI",Adam Aspin,,$39.55 ,$29.99 ,,9.78143E+12,978-1430266167,,Apress,,"705,510",552,6.10(w) x 9.00(h) x 1.20(d)
4619,Head First Programming: A Learner's Guide to Programming Using the Python Language (Head First Series),David Griffiths# Paul Barry,,$30.91 ,$22.99 ,,9.7806E+12,978-0596802370,Head First Series,"O'Reilly Media, Incorporated",,"705,518",406,7.96(w) x 9.20(h) x 0.94(d)
4620,Scala Cookbook: Recipes for Object-Oriented and Functional Programming,Alvin Alexander,,$34.13 ,$15.49 ,,9.78145E+12,978-1449339616,,"O'Reilly Media, Incorporated",,"705,534",722,7.00(w) x 9.10(h) x 1.50(d)
4621,Beginning Drupal,Jacob Redding,,$29.03 ,$22.99 ,,9.78047E+12,978-0470438527,,Wiley,,"705,540",484,7.30(w) x 9.20(h) x 1.10(d)
4622,Implementing Cisco Unified Communications Voice over IP and QoS (Cvoice) Foundation Learning Guide: (CCNP Voice CVoice 642-437),Kevin Wallace,$54.57 ,,$43.19 ,,9.78159E+12,978-1587204197,Foundation Learning Guides Series,Cisco Press,,"705,583",736,9.20(w) x 7.62(h) x 1.68(d)
4623,Visual Basic6 For Dummies,Wallace Wang# Forward,,$29.19 ,,,9.78076E+12,978-0764503702,For Dummies Series,Wiley,,"705,674",504,7.50(w) x 9.25(h) x 1.05(d)
4624,Programming Google App Engine with Java: Build & Run Scalable Java Applications on Google's Infrastructure,Dan Sanderson,,$38.82 ,$22.49 ,,9.78149E+12,978-1491900208,,"O'Reilly Media, Incorporated",,"705,729",432,6.90(w) x 9.10(h) x 1.00(d)
4625,grep Pocket Reference,John Bambenek# Agnieszka Klus,,$10.45 ,$5.99 ,,9.7806E+12,978-0596153601,Pocket Reference (O'Reilly) Series,"O'Reilly Media, Incorporated",,"705,721",86,4.00(w) x 6.80(h) x 0.30(d)
4626,"SOA with REST: Principles, Patterns & Constraints for Building Enterprise Solutions with REST / Edition 1",Thomas Erl# Benjamin Carlyle# Cesare Pautasso# Raj Balasubramanian,$35.10 ,,$37.99 ,,9.78014E+12,978-0137012510,Prentice Hall Service Technology Series from Thomas Erl Series,Prentice Hall,,"706,099",624,6.80(w) x 9.20(h) x 1.40(d)
4627,21st Century C: C Tips from the New School,Ben Klemens,,$39.74 ,$24.99 ,,9.78149E+12,978-1491903896,,"O'Reilly Media, Incorporated",,"706,112",408,6.90(w) x 9.00(h) x 0.80(d)
4628,JavaScript: 20 Lessons to Successful Web Development,Robin Nixon,,$28.58 ,$22.99 ,,9.78007E+12,978-0071841580,,McGraw-Hill Professional Publishing,,"706,233",1,7.20(w) x 9.00(h) x 0.70(d)
4629,Google+ Marketing For Dummies,Jesse Stay,,$16.27 ,$13.99 ,,9.78112E+12,978-1118381403,For Dummies Series,Wiley,,"706,234",336,9.00(w) x 7.30(h) x 0.90(d)
4630,Force: Animal Drawing: Animal locomotion and design concepts for animators,Mike Mattesi,,$26.02 ,$27.49 ,,9.78024E+12,978-0240814353,Force Drawing Series,Taylor & Francis,,"706,337",224,8.40(w) x 10.80(h) x 0.70(d)
4631,Windows 7 for Seniors in Easy Steps: For the Over 50s,Michael Price,,,,,9.78184E+12,978-1840783865,In Easy Steps,In Easy Steps Limited,,"706,395",216,7.20(w) x 8.80(h) x 0.50(d)
4632,Real World OCaml: Functional Programming For the Masses,Yaron Minsky# Anil Madhavapeddy# Jason Hickey,,$36.48 ,$17.99 ,,9.78145E+12,978-1449323912,,"O'Reilly Media, Incorporated",,"706,479",510,7.00(w) x 9.50(h) x 1.10(d)
4633,Data Warehousing in the Age of Big Data,Krish Krishnan,,$41.20 ,$35.99 ,,9.78012E+12,978-0124058910,Morgan Kaufmann Series on Business Intelligence Series,Elsevier Science,,"706,494",370,7.40(w) x 9.10(h) x 0.80(d)
4634,"The New Cool: A Visionary Teacher, His FIRST Robotics Team, and the Ultimate Battle of Smarts",Neal Bascomb,$20.13 ,$11.58 ,$11.99 ,,9.78031E+12,978-0307588906,,Crown/Archetype,,"706,551",352,5.17(w) x 8.01(h) x 0.76(d)
4635,Beginning PHP and MySQL: From Novice to Professional,W Jason Gilmore,,$35.62 ,$30.99 ,,9.78143E+12,978-1430231141,,Apress,,"706,610",824,7.50(w) x 9.20(h) x 1.90(d)
4636,ZBrush Professional Tips and Techniques,Paul Gaboury,,$48.15 ,$25.99 ,,9.78112E+12,978-1118066805,,Wiley,,"706,626",336,7.80(w) x 9.90(h) x 0.90(d)
4637,Developing Web Components,Jarrod Overson# Jason Strimpel,,$22.15 ,$14.99 ,,9.78149E+12,978-1491949023,,"O'Reilly Media, Incorporated",,"706,696",252,6.20(w) x 9.20(h) x 0.80(d)
4638,Using Kindle Fire HD,Kevin Wilson,,$19.99 ,$12.99 ,,9.78148E+12,978-1484205815,,Apress,,"706,808",104,6.00(w) x 9.00(h) x 0.25(d)
4639,"Organize Your Digital Life: How to Store Your Photographs, Music, Videos, and Personal Documents in a Digital World",Aimee Baldridge,,$15.69 ,$11.99 ,,9.78143E+12,978-1426203343,,National Geographic Society,,"706,966",192,7.50(w) x 9.70(h) x 0.60(d)
4640,Mastering Black and White Digital Photography,Michael Freeman,,$27.06 ,,,9.78158E+12,978-1579907075,A Lark Photography Book Series,Lark Books NC,,"707,037",160,8.24(w) x 9.08(h) x 0.54(d)
4641,Android User Interface Design: Turning Ideas and Sketches into Beautifully Designed Apps,Ian G. Clifton,,$32.14 ,$17.99 ,,9.78032E+12,978-0321886736,,Addison-Wesley,,"707,094",375,6.90(w) x 8.90(h) x 0.90(d)
4642,"Google Semantic Search: Search Engine Optimization (SEO) Techniques That Get Your Company More Traffic, Increase Brand Impact, and Amplify Your Online Presence",David Amerland,,$17.29 ,$11.49 ,,9.78079E+12,978-0789751348,Que Biz-Tech Series,Que,,"707,124",256,5.90(w) x 8.90(h) x 0.60(d)
4643,Ruby Pocket Reference,Michael Fitzgerald,,$9.99 ,$10.99 ,,9.7806E+12,978-0596514815,Pocket Reference (O'Reilly) Series,"O'Reilly Media, Incorporated",,"707,245",178,4.34(w) x 7.00(h) x 0.45(d)
4644,Python Web Development with Django (Developer's Library Series),Jeff Forcier# Paul Bissex# Wesley Chun,,$32.30 ,$22.99 ,,9.78013E+12,978-0132356138,Developer's Library Series,Addison-Wesley,,"707,363",384,6.90(w) x 8.90(h) x 0.90(d)
4645,Unlock the Hidden Job Market: 6 Steps to a Successful Job Search When Times Are Tough,Duncan Mathison# Martha I. Finney,,$14.74 ,$10.49 ,,9.78014E+12,978-0137032495,,FT Press,,"707,377",232,5.40(w) x 8.40(h) x 0.80(d)
4646,Murach's Dreamweaver CC 2014,Zak Ruvalcaba,,,,,9.78189E+12,978-1890774776,,"Murach, Mike & Associates, Inc.",,"707,591",610,7.90(w) x 10.00(h) x 1.60(d)
4647,The Designer's Web Handbook: What You Need to Know to Create for the Web,Patrick McNeil,,$21.50 ,$20.49 ,,9.78144E+12,978-1440314414,,F+W Media,,"707,675",272,7.42(w) x 7.80(h) x 0.81(d)
4648,Microsoft Exchange Server 2010 Administrator's Pocket Consultant,William R. Stanek,,$21.23 ,$16.49 ,,9.78074E+12,978-0735627123,Pocket Consultant Series,Microsoft Press,,"708,027",688,5.50(w) x 7.90(h) x 1.70(d)
4649,CompTIA Security+ Certification Study Guide (Exam SY0-301),Glen E. Clarke,,,$28.99 ,,9.78007E+12,978-0071771399,Official CompTIA Guide,McGraw-Hill Education,,,864,
4650,Beginning SQL,Paul Wilton# John Colby,,$31.87 ,,,9.78076E+12,978-0764577321,,Wiley,,"708,200",520,7.32(w) x 9.26(h) x 1.14(d)
4651,FileMaker Pro Design and Scripting For Dummies,Timothy Trimble,,$21.31 ,$15.99 ,,9.78047E+12,978-0471786481,For Dummies Series,Wiley,,"708,443",384,7.50(w) x 9.25(h) x 0.90(d)
4652,Crowdfund Investing For Dummies,Sherwood Neiss# Jason W. Best# Zak Cassady-Dorion,,$21.01 ,$14.99 ,,9.78112E+12,978-1118449691,For Dummies Series,Wiley,,"708,714",360,7.20(w) x 9.10(h) x 0.80(d)
4653,Beginning Microsoft SQL Server 2012 Programming,Paul Atkinson# Robert Vieira,,$25.72 ,$20.99 ,,9.78112E+12,978-1118102282,,Wiley,,"708,756",864,7.40(w) x 9.20(h) x 1.60(d)
4654,"The Rough Guide to Social Media for Beginners: Getting Started with Facebook, Twitter and Google+",Sean Mahoney# Rough Guides Staff,,$8.98 ,$5.99 ,,9.78141E+12,978-1409358336,Rough Guide to... Series,DK,,"708,764",272,4.64(w) x 6.36(h) x 0.54(d)
4655,"To Save Everything, Click Here: The Folly of Technological Solutionism",Evgeny Morozov,$17.46 ,$13.44 ,$10.49 ,,9.78161E+12,978-1610393706,,PublicAffairs,,"708,839",432,5.50(w) x 8.20(h) x 2.20(d)
4656,"Beginning Java 8 Fundamentals: Language Syntax, Arrays, Data Types, Objects, and Regular Expressions",Kishori Sharan,,$40.17 ,$32.49 ,,9.78143E+12,978-1430266525,,Apress,,"708,889",828,7.50(w) x 9.20(h) x 1.80(d)
4657,Microsoft Exchange Server 2013 Pocket Consultant: Configuration & Clients,William R. Stanek,,$29.02 ,$18.49 ,,9.78074E+12,978-0735681682,Pocket Consultant Series,Microsoft Press,,"708,896",384,5.50(w) x 8.50(h) x 1.00(d)
4658,CUDA by Example: An Introduction to General-Purpose GPU Programming,Jason Sanders# Edward Kandrot,,$29.02 ,$28.79 ,,9.78013E+12,978-0131387683,,Addison-Wesley,,"709,030",290,7.30(w) x 8.90(h) x 0.70(d)
4659,Just for Fun: The Story of an Accidental Revolutionary,Linus Torvalds# David Diamond, ,$12.09 ,, ,9.78007E+12,978-0066620732,,HarperCollins Publishers,,"709,124",288,5.31(w) x 8.00(h) x 0.64(d)
4660,Create Your Own Online Store in a Weekend,Alannah Moore,,$17.49 ,$13.99 ,,9.78162E+12,978-1616892364,,Princeton Architectural Press,,"709,161",176,7.00(w) x 8.40(h) x 0.70(d)
4661,Unleashing the Ideavirus,Seth Godin# Malcolm  Gladwell, ,$13.05 ,$9.99 , ,9.78079E+12,978-0786887170,,Hachette Books,,"709,260",234,
4662,Droid 4 For Dummies,John Wiley & Sons,,$18.99 ,$9.99 ,,9.78112E+12,978-1118336748,For Dummies Series,Wiley,,"709,304",256,6.00(w) x 8.90(h) x 0.30(d)
