"ID", "Title", "Author", "Price", "Edition", "ASIN", "ISBN-13", "ISBN-10", "Paperback", "Series", "Publisher", "File Size", "Print Length", "Publication Date", "Sold by", "Language", "Product Dimensions", "Shipping Weight"
"5477","Networked RFID: Systems, Software and Services (Computer Communications and Networks)","George Roussos","$179.00","2008th Edition","","978-1848001527","1848001525","187 pages","Computer Communications and Networks","Springer; 2008 edition (August 8, 2008)","","","","","English","6.1 x 0.5 x 9.2 inches","10.6 ounces (View shipping rates and policies)"
"5478","Principles of Digital Image Processing: Fundamental Techniques (Undergraduate Topics in Computer Science)","Wilhelm Burger; Mark J. Burge","$31.57","","","","","","","","","","","","","",""
"5479","Image Processing for Computer Graphics and Vision (Texts in Computer Science)","Luiz Velho; Alejandro C. Frery; Jonas Gomes; Alejandro C. Frery; Silvio Levy; Jonas Gomes","$32.04 - $89.95","2nd Edition","","978-1848001923","1848001924","","Texts in Computer Science","Springer; 2nd edition (October 20, 2008)","","","","","English","1 x 6.2 x 9.2 inches","1.8 pounds (View shipping rates and policies)"
"5480","Principles of Digital Image Processing: Core Algorithms (Undergraduate Topics in Computer Science)","Wilhelm Burger; Mark J. Burge","$31.88","","","","","","","","","","","","","",""
"5481","Self-Service in the Internet Age: Expectations and Experiences (Computer Supported Cooperative Work)","David Oliver; Celia Romm Livermore; David Oliver; Fay Sudweeks; Celia Romm Livermore","$119.20","2009th Edition","","978-1848002067","1848002068","","Computer Supported Cooperative Work (Book 800)","Springer; 2009 edition (November 13, 2008)","","","","","English","6.1 x 0.7 x 9.2 inches","1.2 pounds (View shipping rates and policies)"
"5482","Codes: An Introduction to Information Communication and Cryptography (Springer Undergraduate Mathematics Series)","Norman L. Biggs","$32.91 - $49.95","2008th Edition","","978-1848002722","1848002726","274 pages","Springer Undergraduate Mathematics Series","Springer; 2008 edition (August 25, 2008)","","","","","English","6.7 x 0.6 x 9.4 inches","1.3 pounds (View shipping rates and policies)"
"5483","A Concise Introduction to Software Engineering (Undergraduate Topics in Computer Science)","Pankaj Jalote","$11.69 - $27.69","2008th Edition","","978-1848003019","1848003013","288 pages","Undergraduate Topics in Computer Science","Springer; 2008 edition (September 5, 2008)","","","","","English","6.7 x 0.6 x 9.6 inches","1 pounds (View shipping rates and policies)"
"5484","Modelling Computing Systems: Mathematics for Computer Science (Undergraduate Topics in Computer Science)","Faron Moller; Georg Struth","$60.21","","","978-1848003217","1848003218","500 pages","Undergraduate Topics in Computer Science","Springer; 2013 edition (July 12, 2013)","","","","","English","6.1 x 1.2 x 9.2 inches","2 pounds (View shipping rates and policies)"
"5485","Guide to Wireless Ad Hoc Networks (Computer Communications and Networks)","Sudip Misra; Isaac Zhang; Sudip Misra; Subhas Chandra Misra; Isaac Zhang","$89.95","","","","","","","","","","","","","",""
"5486","Computing with Social Trust (Human-Computer Interaction Series)","Jennifer Golbeck","$19.32 - $189.00","2009th Edition","","978-1848003552","1848003552","","Human-Computer Interaction Series","Springer; 2009 edition (December 3, 2008)","","","","","English","6.1 x 0.8 x 9.2 inches","1.5 pounds (View shipping rates and policies)"
"5487","Reliability and Risk Issues in Large Scale Safety-critical Digital Control Systems (Springer Series in Reliability Engineering)","Poong-Hyun Seong","$170.36 - $269.00","2009th Edition","","978-1848003835","1848003838","","Springer Series in Reliability Engineering","Springer; 2009 edition (November 26, 2008)","","","","","English","6.1 x 0.8 x 9.2 inches","1.4 pounds (View shipping rates and policies)"
"5488","Guide to Wireless Mesh Networks (Computer Communications and Networks)","Sudip Misra; Subhas Chandra Misra; Sudip Misra; Isaac Zhang; Subhas Chandra Misra","$39.93 - $89.95","1st Corrected ed. 2009, Corr. 3rd printing 2009 Edition","","978-1848009080","1848009089","","Computer Communications and Networks","Springer; 1st Corrected ed. 2009, Corr. 3rd printing 2009 edition (September 10, 2009)","","","","","English","6.1 x 1.2 x 9.2 inches","2 pounds (View shipping rates and policies)"
"5489","Guide to Computer Network Security (Computer Communications and Networks)","Joseph Migga Kizza","$8.95","","","978-1848009165","184800916X","","Computer Communications and Networks","Springer; 2nd Printing. edition (December 17, 2008)","","","","","English","6.1 x 1.1 x 9.2 inches","1.9 pounds"
"5490","Machine Learning For Financial Engineering (Advances in Computer Science and Engineering: Texts)","Laszlo Gyorfi; Gyorgy Ottucsak; Laszlo Gyorfi; Harro Walk; Gyorgy Ottucsak","$75.23","","","","","","","","","","","","","",""
"5491","Information Warfare","Daniel Ventre","$61.59","1st Edition","","978-1848210943","1848210949","","","Wiley-ISTE; 1 edition (October 12, 2009)","","","","","English","6.4 x 1 x 9.2 inches","1.4 pounds (View shipping rates and policies)"
"5492","Digital Holography","Pascal Picart; Jun-chang Li","$91.49","1st Edition","","978-1848213449","1848213441","","","Wiley-ISTE; 1 edition (March 5, 2012)","","","","","English","6.4 x 1.1 x 9.5 inches","1.5 pounds (View shipping rates and policies)"
"5493","Formal Methods Applied to Industrial Complex Systems (Computer Engineering)","Jean-Louis Boulanger","$112.35","1st Edition","","978-1848216327","1848216327","","Computer Engineering","Wiley-ISTE; 1 edition (September 29, 2014)","","","","","English","6.4 x 1.2 x 9.5 inches","1.8 pounds (View shipping rates and policies)"
"5494","Cloud Networking: Protocols and Architectures (Iste)","Stefano Secci","$135.00","1st Edition","","","","","","","","","","","","",""
"5495","Network Management and Control (Iste)","Raouf Boutaba","$170.00","1st Edition","","","","","","","","","","","","",""
"5496","Performance Evaluation by Simulation and Analysis with Applications to Computer Networks (Iste)","Ken Chen","$64.99","1st Edition","","978-1848217478","1848217471","","Iste","Wiley-ISTE; 1 edition (February 16, 2015)","","","","","English","6.4 x 1 x 9.6 inches","1.4 pounds (View shipping rates and policies)"
"5497","Guide to Wireless Sensor Networks (Computer Communications and Networks)","Sudip Misra; Isaac Woungang; Sudip Misra; Subhas Chandra Misra; Isaac Woungang","$18.94 - $39.13","2009th Edition","","978-1848822177","1848822170","","Computer Communications and Networks","Springer; 2009 edition (June 10, 2009)","","","","","English","6.1 x 1.6 x 9.2 inches","2.7 pounds (View shipping rates and policies)"
"5498","Computational Social Network Analysis: Trends, Tools and Research Advances (Computer Communications and Networks)","Ajith Abraham; Aboul-Ella Hassanien; Vaclav Sná#el; Aboul-Ella Hassanien","$44.22 - $149.99","2010th Edition","","978-1848822283","1848822286","","Computer Communications and Networks","Springer; 2010 edition (December 21, 2009)","","","","","English","6.1 x 1.1 x 9.2 inches","1.8 pounds (View shipping rates and policies)"
"5499","User-Centered Interaction Design Patterns for Interactive Digital Television Applications (Human-Computer Interaction Series)","Tibor Kunert","$143.20","2009th Edition","","978-1848822740","184882274X","","Human-Computer Interaction Series","Springer; 2009 edition (May 29, 2009)","","","","","English","9.3 x 6.2 x 0.8 inches","1.6 pounds (View shipping rates and policies)"
"5500","Enabling Optical Internet with Advanced Network Technologies (Computer Communications and Networks)","Javier Aracil; Franco Callegati; Javier Aracil","$139.99","2009th Edition","","978-1848822771","1848822774","209 pages","Computer Communications and Networks","Springer; 2009 edition (June 22, 2009)","","","","","English","6 x 0.5 x 9 inches","12 ounces (View shipping rates and policies)"
"5501","Scheduling for Parallel Processing (Computer Communications and Networks)","Maciej Drozdowski","$139.99","2009th Edition","","978-1848823099","1848823096","","Computer Communications and Networks","Springer; 2009 edition (September 2, 2009)","","","","","English","6.1 x 0.9 x 9.2 inches","1.6 pounds (View shipping rates and policies)"
"5502","Geometric Algebra: An Algebraic System for Computer Games and Animation","John A. Vince","$26.23","2009th Edition","","978-1848823785","1848823789","","","Springer; 2009 edition (July 8, 2009)","","","","","English","9.6 x 7 x 0.6 inches","1.3 pounds (View shipping rates and policies)"
"5503","Awareness Systems: Advances in Theory, Methodology and Design (Human-Computer Interaction Series)","Panos Markopoulos; Wendy Mackay; Panos Markopoulos","$167.20","2009th Edition","","978-1848824768","1848824769","","Human-Computer Interaction Series","Springer; 2009 edition (July 28, 2009)","","","","","English","6.1 x 1.1 x 9.2 inches","2 pounds (View shipping rates and policies)"
"5504","A Science of Operations: Machines, Logic and the Invention of Programming (History of Computing)","Mark Priestley","$142.28","","","","","","","","","","","","","",""
"5505","Reflections on the Work of C.A.R. Hoare (History of Computing)","Cliff Jones; A.W. Roscoe; Cliff Jones; Kenneth R. Wood; A.W. Roscoe","$143.20","2010th Edition","","","","","","","","","","","","",""
"5506","Principles of Digital Image Processing: Advanced Methods (Undergraduate Topics in Computer Science)","Wilhelm Burger; Mark J. Burge","$52.48","","","","","","","","","","","","","",""
"5507","Technology for Modelling: Electrical Analogies, Engineering Practice, and the Development of Analogue Computing (History of Computing)","Charles Care","$59.12","2010th Edition","","978-1848829473","1848829477","","History of Computing","Springer; 2010 edition (July 7, 2010)","","","","","English","6.1 x 0.6 x 9.2 inches","1.1 pounds (View shipping rates and policies)"
"5508","Cyberbullying: Activities to Help Children and Teens to Stay Safe in a Texting, Twittering, Social Networking World","Vanessa Rogers","$13.68","","","","","","","","","","","","","",""
"5509","Above the Clouds: Managing Risk in the World of Cloud Computing","Kevin T. McDonald","$19.66 - $37.95","1st Edition","","978-1849280310","1849280312","170 pages","","IT Governance Publishing; 1st edition (February 9, 2010)","","","","","English","5.5 x 0.4 x 8.5 inches","8 ounces (View shipping rates and policies)"
"5510","Computer Forensics: A Pocket Guide","Nathan Clarke","$14.86","","","978-1849280396","1849280398","80 pages","","IT Governance Publishing; 1st edition (April 7, 2010)","","","","","English","4.4 x 0.1 x 7 inches","2.1 ounces"
"5511","It Strategic and Operational Controls","John Kyriazoglou","$60.95","","","978-1849280617","1849280614","688 pages","","IT Governance Ltd (August 24, 2010)","","","","","English","5.5 x 1.4 x 8.5 inches","1.8 pounds (View shipping rates and policies)"
"5512","ITIL Foundation Essentials: The Exam Facts You Need","Claire Agutter","$14.95"," ","","978-1849283991","1849283990","148 pages","","IT Governance Publishing (September 6, 2012)","","","","","English","4.4 x 0.3 x 7 inches","4.8 ounces (View shipping rates and policies)"
"5513","The Case for ISO27001: 2013","Alan Calder","$0.00","2nd edition Edition","","978-1849285308","1849285306","120 pages","","IT Governance Publishing; 2nd edition edition (November 28, 2013)","","","","","English","5.5 x 0.3 x 8.5 inches","5.6 ounces"
"5514","EU Competition Law and the Information and Communication Technology Network Industries: Economic versus Legal Concepts in Pursuit of (Consumer) Welfare","Andrej Fatur","$131.99"," ","","978-1849461344","1849461341","","","Hart Publishing (March 8, 2012)","","","","","English","1.2 x 7 x 9.8 inches","1.5 pounds (View shipping rates and policies)"
"5515","OpenX Ad Server: Beginner's Guide","Murat Yilmaz","$44.99","","","","","","","","","","","","","",""
"5516","OpenAM","Indira Thangasamy","$44.99","","","","","","","","","","","","","",""
"5517","wxPython 2.8 Application Development Cookbook","Cody Precord","$14.59"," ","","978-1849511780","1849511780","308 pages","","Packt Publishing (December 2010)","","","","","English","7.5 x 0.7 x 9.2 inches","1.5 pounds (View shipping rates and policies)"
"5518","Panda3D 1.6 Game Engine Beginners Guide","David Brian Mathews","$44.25","","","978-1849512725","1849512728","356 pages","","Packt Publishing (February 9, 2011)","","","","","English","8.5 x 0.8 x 11 inches","1.2 pounds"
"5519","Appcelerator Titanium Smartphone App Development Cookbook","Boydlee Pollentine","$44.99","","","","","","","","","","","","","",""
"5520","Sage Beginner's Guide","Craig Finch","$49.99","","","","","","","","","","","","","",""
"5521","FreeSWITCH Cookbook","Anthony Minessale","$29.99","","","978-1849515405","1849515409","150 pages","","Packt Publishing (February 23, 2012)","","","","","English","7.5 x 0.3 x 9.2 inches","12.3 ounces (View shipping rates and policies)"
"5522","FreeSWITCH Cookbook","Anthony Minessale","$29.99","","","978-1849515405","1849515409","150 pages","","Packt Publishing (February 23, 2012)","","","","","English","7.5 x 0.3 x 9.2 inches","12.3 ounces (View shipping rates and policies)"
"5523","Drupal 7 Mobile Web Development Beginner's Guide","Tom Stovall","$44.99","","","","","","","","","","","","","",""
"5524","PostgreSQL Server Programming","Hannu Krosing; Kirk Roybal; Jim Mlodgenski; Kirk Roybal","$49.99","","","","","","","","","","","","","",""
"5525","BackTrack 5 Cookbook","Pritchett Willie; David De Smet; Pritchett Willie","$44.99","","","978-1849517386","184951738X","296 pages","","Packt Publishing (December 21, 2012)","","","","","English","7.5 x 0.7 x 9.2 inches","1.2 pounds (View shipping rates and policies)"
