ID,Title,Author,Price,Edition,ASIN,ISBN-13,ISBN-10,Paperback,Series,Publisher_dummy,Publisher,Publication_Date,Sold_by,Language,Product Dimensions,Shipping Weight,,,,,
8133,Programming: Swift: Create A Fully Functioning App: Learn In A Day! ,Os Swift,"$2.99
                            
                            
                                
                                    Save $8.73 (74%)",Kindle Edition,B00YNTMPP2,,,,,,,31-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8134,Programming #51:Python Programming Professional Made Easy & PHP Programming Professional Made Easy ,Sam Key,"$2.99
                            
                            
                                
                                    Save $29.81 (91%)",Kindle Edition,B00YNXE10K,,,,,,,31-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8135,"Android Programming: The Fast Way - Learn Android Programming, Start Coding TODAY with the Ultimate Android Programming for Beginners Guide",Eng. Alexander Mosgov,$2.99 ,Kindle Edition,B00YPPRVWQ,,,,,,,1-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8136,Windows 10: The Personal Trainer ,William Stanek,"$9.99
                            
                            
                                
                                    Save $20.00 (67%)",Kindle Edition,,,,,,,,,,,,,,,,,
8137,Hacking: Computer Hacking: The Ultimate Computer Hacking Preparation Guide For Beginners ,Bill Redwood,$2.99 ,Kindle Edition,B00YPU4VP6,,,,,,,1-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8138,Windows PowerShell for Administration: The Personal Trainer ,William Stanek,"$9.99
                            
                            
                                
                                    Save $25.00 (71%)",Kindle Edition,,,,,,,,,,,,,,,,,
8139,PHP Complete Tutorial With Examples Beginner to Expert In Less Than 4 Hour,SSRG,$0.99 ,Kindle Edition,B00YR3TNGI,,,,,,,2-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8140,Como Migrar de Windows a Linux ,anibal copitan,$2.99 ,Kindle Edition,B00YR69BZI,,,,,,,2-Jun-15,"Amazon Digital Services,  Inc.",Spanish,,,,,,,
8141,Arduino Electronics Blueprints,Don Wilcher,"$22.39
                            
                            
                                
                                    Save $22.60 (50%)",Kindle Edition,,,,,,,,,,,,,,,,,
8142,Octa Marathon Dump: Certified Information Professional ,LMG,$9.98 ,Kindle Edition,B00YSJO8ZC,,,,,,,2-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8143,Evernote and Udemy Box Set: Beginner's Guides with Hacks and Tips to Mastering Evernote and Udemy ,Rebecca Dwight# Clara Stevens# Rebecca Dwight,$3.99 ,Kindle Edition,B00YSU7FYC,,,,,,,2-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8144,Programming #53:Python Programming Professional Made Easy & Rails Programming Professional Made Easy ,Sam Key,"$2.99
                            
                            
                                
                                    Save $29.67 (91%)",Kindle Edition,B00YTMRTFY,,,,,,,3-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8145,"Linux: Essential Linux Guide for Command Line, System Programming, and Operating System ",Robert Scott,$2.99 ,Kindle Edition,B00YVRNWYO,,,,,,,3-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8146,"Social Networking and Web Technology Computer Awareness Guide For All Competitive Exams: For IBPS, SSC, LIC, IT, Net Working, Web Developer, Banking and Railways Recruitment Exams",MOHAMMAD KHAJA SHAREEF,$1.99 ,Kindle Edition,B00YYAZTOE,,,,,Science Inspiration,Science Inspiration,4-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8147,"Quickbooks: Personal Bookkeeping Guide for Entrepreneurs, and Business owners ",Joey Clint,$2.99 ,Kindle Edition,B00YYCGB80,,,,,,,4-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8148,"All You Need To Know About Blogging - Create Content, Drive Traffic, Make Money Blogging, Work From Home, Boost Your Business, Be An Entrepreneur, Blogging Tips",Thomas Hudson And Jane Hudson,$2.99 ,Kindle Edition,B00Z19HK4E,,,,,,,5-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8149,Raspberry Pi 2: Beginner's Step-by-Step Guide to Using Your Raspberry Pi 2 ,Marisa Lee,"$2.99
                            
                            
                                
                                    Save $5.96 (67%)",Kindle Edition,B00Z1PPJJQ,,,,,,,5-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8150,Oracle SQL and PL/SQL Hand Book: Solved SQL and PL/SQL Questions and Answers Including Queries and Tips,Niraj Gupta,$9.99 ,Kindle Edition,B00Z1RJX8M,,,,,,,5-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8151,Just 600 Rs for Online PMP Training & 35 Contact Hours for your PMP® Exam,SSRG,$2.49 ,Kindle Edition,B00Z2QGWWC,,,,,,,6-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8152,50 SolidWorks Exercises: Learn by Doing!,Mason Ilic,$5.99 ,Kindle Edition,B00Z343GCW,,,,,,,6-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8153,Octa Marathon Dump: CCBH: Last Minute Guide for HBase Specialist,LMG,$9.98 ,Kindle Edition,B00Z7BRC6W,,,,,,,7-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8154,Octa Marathon Dump: ESRI-EADA101: Last Minute Guide for GIS associate,LMG,$9.98 ,Kindle Edition,B00Z7BRGIQ,,,,,,,7-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8155,Octa Marathon Dump: ESRI-EADP101: Last Minute Guide for GIS Professional,LMG,$9.98 ,Kindle Edition,B00Z7FR50G,,,,,,,7-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8156,Python: Crash Course - The Ultimate Beginner's Course to Learning Python Programming in Under 12 Hours,Eprogramy# Python,$3.99 ,Kindle Edition,B00ZCRSCFG,,,,,,,9-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8157,Amazon Echo User Guide: Learn How To Use Your Amazon Echo Fully + 10 Amazing Hacks That Everyone Can Do: ,Robert Wood,$2.99 ,Kindle Edition,B00ZCYVUMQ,,,,,,,9-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8158,Python Programming: The best introduction course to learn Python from scratch ,S. J. Cole# Python Programming# S. J. Cole# KDL Publishing# Python Programming,$2.99 ,Kindle Edition,B00ZDUNCXY,,,,,,,9-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8159,Programming #57: C++ Programming Professional Made Easy & Android Programming in a Day ,Sam Key,"$2.99
                            
                            
                                
                                    Save $13.89 (82%)",Kindle Edition,B00ZEAVFDM,,,,,,,10-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8160,Amazon Echo:  Users Guide & Manual To Amazon Echo: Secret Tips And Tricks To Connect You To The World ,Os Swift,"$2.99
                            
                            
                                
                                    Save $14.33 (83%)",Kindle Edition,B00ZGTJWTK,,,,,,,10-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8161,"Blog Giveaways: How to run successful competitions, contests and prize draws on your blog",Di Coke,$2.99 ,Kindle Edition,B00ZIJHYKW,,,,,,,11-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8162,"55 Smart Apps to Level Up Your Brain: Free Apps, Games, and Tools for iPhone, iPad, Google Play, Kindle Fire, Web Browsers, Windows Phone, & Apple Watch",I. C. Robledo,$2.99 ,Kindle Edition,B00ZJMPTYG,,,,,,,11-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8163,"XML Programming Success in a Day: Beginner's Guide to Fast, Easy, and Efficient Learning of XML Programming ",Sam Key,"$3.11
                            
                            
                                
                                    Save $29.87 (91%)",Kindle Edition,B00ZKCDT4W,,,,,,,12-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8164,Job Hunting: THE JOB HUNTING SUCCESS SERIES: 3 Books in 1 - Strategies to Guarantee You Land The Job of Your Dreams ,Natalee Pena,$4.99 ,Kindle Edition,B00ZLY27OM,,,,,Job Hunting ,Job Hunting,12-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8165,Cyber Security Test Tips and Methods,Jim West,$9.99 ,Kindle Edition,B00ZM10C32,,,,,,,12-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8166,iPad Music School: A Hands-On Introduction to Making Music on iOS ,Clif Johnston,$3.99 ,Kindle Edition,,,,,,,,,,,,,,,,,
8167,Exam 70-534 Architecting Microsoft Azure Solutions: Study Guide,Fernando Pupo,$9.99 ,Kindle Edition,B00ZPQ0R3Y,,,,,Fernando Pupo,Fernando Pupo,14-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8168,"YouTube Marketing Strategies: How to Create a Channel, Grow an Audience and Make Money With YouTube ",Matthew Lucas,$2.99 ,Kindle Edition,B00ZQ8HOAK,,,,,,,15-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8169,Evernote: The Essential Guide To Master Evernote and Organize Your Life Once and For All,Steven Stromick,$2.99 ,Kindle Edition,B00ZS545UI,,,,,,,15-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8170,LG G4 Guide: Tips And Tricks to make you a Phone Master,A. Waleed,$2.99 ,Kindle Edition,B00ZY4KFMK,,,,,,,17-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8171,The E-Term Dictionary: 303 Computer-Based Terms And Acronyms Every Internet Entrepreneur NEEDS To Know,James Halpin,"$0.00
                            
                            
                                
                                    Save $0.99 (100%)",Kindle Edition,B00ZY5LOQK,,,,,,,17-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8172,JavaScript: QuickStart Guide - The Simplified Beginner's Guide To JavaScript ,ClydeBank Technology# Martin Mihajlov,"$0.99
                            
                            
                                
                                    Save $6.98 (88%)",Kindle Edition,B00ZYC75XE,,,,,ClydeBank Media LLC ,ClydeBank Media LLC,17-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8173,Windows Cyber Security 101: The Beginner's Guide To Hacking: Hacking Essentials You Must Know,Irwin Starr,$3.03 ,Kindle Edition,B00ZZ1F2BG,,,,,Purple House ,Purple House,18-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8174,Hacking: Perfect Hacking for Beginners: Essentials You Must Know [Version 2.1] ,Matt Robbins,"$3.99
                            
                            
                                
                                    Save $7.00 (64%)",Kindle Edition,,,,,,,,,,,,,,,,,
8175,Photoshop: The Beginner´s Guide to Mastering Photoshop in 24 Hours or Less! Tutorials on How to Create Professional Looking Photos and Images! ,Edward Bailey,"$2.99
                            
                            
                                
                                    Save $7.00 (70%)",Kindle Edition,B00ZZ96ZW8,,,,,,,18-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8176,Advanced Hacking and Third Generation Security Solution,Anto Y,$9.99 ,Kindle Edition,,,,,,,,,,,,,,,,,
8177,Learn To Animate with Observation: The essential guide to creating a Life in animation using 3 levels of observation skills,Nash Lin,$3.99 ,Kindle Edition,B00ZZLH7Z0,,,,,Nash Lin ,Nash Lin,18-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8178,"Mit Youtube online Geld verdienen: Wie Sie einen eigenen Youtube Kanal erstellen, Online Marketing betreiben, und diesen Social Media Kanal profitabel machen ",Radek Mitch# Smartes Business,$2.99 ,Kindle Edition,B0100RSDDI,,,,,,,18-Jun-15,"Amazon Digital Services,  Inc.",German,,,,,,,
8179,"ASP.NET: Programming success in a day: Beginners guide to fast, easy and efficient learning of ASP.NET programming ",Sam Key,"$2.99
                            
                            
                                
                                    Save $29.28 (91%)",Kindle Edition,B0103J7J0G,,,,,,,19-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8180,"Hacking: 101 Hacking Guide: Computer Hacking, 2nd edition ",Alex Benjamin# Mary Moss,$0.99 ,Kindle Edition,B0103OE95O,,,,,,,20-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8181,75 Practice Questions for the CompTIA A+ Exam 220-801,Jennifer Honeycutt,$3.99 ,Kindle Edition,B0105873TC,,,,,,,21-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8182,"Learn SQL in one day!: How to easily use the SQL language to create, modify and query your databases ",Riccardo Cervelli,$2.99 ,Kindle Edition,B0105UI1WS,,,,,,,21-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8183,"Ya tienes tu Apple Watch, ¿y ahora qué?: La guía de uso del Apple Watch más completa ",Eduardo Archanco,$0.99 ,Kindle Edition,B0106BJWBA,,,,,Eduardo Archanco ,Eduardo Archanco,26-Jun-15,"Amazon Digital Services,  Inc.",Spanish,,,,,,,
8184,Google Nexus 6 User Manual: Tips & Tricks Guide for Your Phone!,Shelby Johnson,$2.99 ,Kindle Edition,B0106J2IDQ,,,,,RAM Internet Media ,RAM Internet Media,21-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8185,The Productive Author's Guide to Dictation: Speak Your Way to Higher ,Cindy Grigg,$4.99 ,Kindle Edition,B0106J2WCS,,,,,Misch Masch Publishing ,Misch Masch Publishing,21-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8186,Computer Hacking: The Essential Hacking Guide for Beginners ,Matt Benton,"$2.99
                            
                            
                                
                                    Save $5.96 (67%)",Kindle Edition,B010965F36,,,,,,,22-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8187,CÓMO OPTIMIZAR WORDPRESS: LA GUÍA DEFINITIVA PARA OPTIMIZAR WORDPRESS Y GANAR VELOCIDAD Y TRÁFICO DE BÚSQUEDA ,Eugenio Ismael Rodríguez Castillo,$0.99 ,Kindle Edition,B010B9QSM8,,,,,,,23-Jun-15,"Amazon Digital Services,  Inc.",Spanish,,,,,,,
8188,The Ultimate Guide To Buying A Tablet: How To Chose The Right Tablet For You ,Ben T Marshall,$2.99 ,Kindle Edition,B010BCETSU,,,,,,,23-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8189,"Computer Hacking:: Learn computer hacking for beginners on everything from how to hack, powerful hacking techniques, underground methods, hacking skills, and much more.",Brandon Monaghan,"$2.99
                            
                            
                                
                                    Save $7.00 (70%)",Kindle Edition,B010CACAM8,,,,,,,23-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8190,Website Security for Small Businesses: 12 Website Security Practices All Small Businesses Should Follow,Marc Menninger,$0.99 ,Kindle Edition,B010CWDYOO,,,,,,,24-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8191,15 Chromecast Alternatives,Vlad Gemstone,$0.99 ,Kindle Edition,B010DF4REG,,,,,,,24-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8192,Cloud Computing - An Introduction,subu sangameswar,$2.99 ,Kindle Edition,B010DLPRXA,,,,,,,24-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8193,Getting Started with Windows 10 for Raspberry 2,Agus Kurniawan,$2.99 ,Kindle Edition,B010E5XD68,,,,,PE Press,PE Press,24-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8194,"Your Password Sucks: The easy, step-by-step guide to protecting your online accounts like the security professionals",Michael Fink,$1.99 ,Kindle Edition,B010GMSV2A,,,,,www.easysecurityonline.com ,www.easysecurityonline.com,25-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8195,"Hacking: Hacking for Beginners - Computer Virus, Cracking, Malware, IT Security ",Joseph Connor,$2.99 ,Kindle Edition,B010K7BVOQ,,,,,,,27-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8196,Drawing and Painting on the iPad,Diana Seidl,"$17.49
                            
                            
                                
                                    Save $2.50 (13%)",Kindle Edition,,,,,,,,,,,,,,,,,
8197,"Kindle Paperwhite: 111 Tipps, Tricks, Hinweise und Shortcuts: Die wichtigsten Ratschläge für den neuen und alten Kindle Paperwhite ",Wilfred Lindo,$2.99 ,Kindle Edition,B010NXM9QG,,,,,,,29-Jun-15,"Amazon Digital Services,  Inc.",German,,,,,,,
8198,Plants vs. Zombies,game zone,$2.99 ,Kindle Edition,B010ON7D2K,,,,,,,29-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8199,How Secure is the Linux Operating System?,Linux Security Admin,$4.49 ,Kindle Edition,B010OS3YV4,,,,,,,29-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8200,Instafamous: Become Famous On Instagram Explode Your Business & Have Fun!,Kris Kaynes,$0.99 ,Kindle Edition,B010PCLM7C,,,,,,,30-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8201,HACKING: Perfect Hacking for Beginners and Hacking Essentials [Hacking Box Set] ,Hacking Boy# Matt R.# Hacking Boy,$4.99 ,Kindle Edition,B010QGI9WI,,,,,,,30-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8202,"Identity Theft Recovery: How to Repair Your Identity, Fix Your Credit, and Get Your Life Back ",Don Brenner,$2.99 ,Kindle Edition,B010UQ1ML4,,,,,,,2-Jul-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8203,"Cloud Wars: Learn what is driving growth in the Cloud computing industry and how Google, Microsoft, Amazon & Others Have Already Declared War on Each Other",Ian Khan,$4.99 ,Kindle Edition,B010VN3FIY,,,,,,,15-Sep-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8204,HTML5 & CSS3: Learn HTML5 & CSS3 in One Day with Hands-on project and learn them Well! ,T. J Wilson,$0.99 ,Kindle Edition,B010WC4YIY,,,,,ITPR-Publishing ,ITPR-Publishing,2-Jul-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8205,SEO para WordPress: Optimiza WordPress para que Google ame tu blog ,José Noguera,$2.99 ,Kindle Edition,B010Y384HI,,,,,,,3-Jul-15,"Amazon Digital Services,  Inc.",Spanish,,,,,,,
8206,Adventures in Cybersecurity,Thomas Quinlan,$3.99 ,Kindle Edition,B010YSEHFG,,,,,,,4-Jul-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8207,Computer Hacking: Ultimate Beginners Guide to Computer Hacking Step-by-Step: Learn How To Hack,Neil W. Carson,$2.99 ,Kindle Edition,B010ZIBVEA,,,,,,,4-Jul-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8208,RHCE ,Kamal Dixit,$3.00 ,Kindle Edition,B010ZSZ5TC,,,,,,,4-Jul-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8209,Minecraft: Diary of a Minecraft Adventure Book 1: ,Isabel Jones,$2.99 ,Kindle Edition,B0112H9M9O,,,,,,,5-Jul-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8210,Dirompenti o travolti?: Come cavalcare l'onda nell'era dell'Information Generation ,Autori Vari# Fabio Lalli# Autori Vari# Marco Fanizzi# Fabio Lalli# Andrea Boda# Marco Fanizzi# Carlo Alberto Carnevale Maffè# Andrea Boda# Francesca D'agnano# Carlo Alberto Carnevale Maffè# Giuseppina Di Carlo# Francesca D'agnano# Gustavo Di Pietro# Giuseppina Di Carlo,$0.00 ,Kindle Edition,B0112OL3JE,,,,,Feltrinelli Editore ,Feltrinelli Editore,6-Jul-15,"Amazon Digital Services,  Inc.",Italian,,,,,,,
